index,role,name
0,center,net_actual_interchange_mw
1,feature,net_sched_interchange_mw
2,feature,total_pjm_rmccp_cr
3,feature,gen_fuel_coal_mw
4,feature,da_as_total_mw_thirty_minutes_reserve
5,feature,da_as_as_mw_thirty_minutes_reserve
6,feature,gross_sched_interchange_mw
7,feature,gen_fuel_nuclear_mw
8,feature,da_as_as_req_mw_synchronized_reserve
9,feature,da_as_as_req_mw_primary_reserve
10,feature,da_as_as_mw_synchronized_reserve
11,feature,da_as_total_mw_primary_reserve
12,feature,da_as_as_mw_primary_reserve
13,feature,da_as_total_mw_synchronized_reserve
14,feature,gen_fuel_other_renewables_mw
15,feature,system_energy_price_da
16,feature,total_pjm_rmpcp_cr
17,feature,rmpcp
18,feature,gen_fuel_gas_mw
19,feature,forecast_load_mw_day_ahead
20,feature,total_gen
21,feature,wind_generation_mw
22,feature,gen_fuel_wind_mw
23,feature,da_as_as_req_mw_thirty_minutes_reserve
24,feature,total_pjm_assigned_reg
25,feature,rmccp
26,feature,total_pjm_reg_purchases
27,feature,gen_fuel_multiple_fuels_mw
28,feature,total_lmp_da
29,feature,marginal_loss_price_rt
30,feature,marginal_loss_price_da
31,feature,total_lmp_rt
32,feature,system_energy_price_rt
33,feature,da_as_mcp_synchronized_reserve
34,feature,gen_fuel_storage_mw
35,feature,da_as_mcp_primary_reserve
36,feature,gen_fuel_multiple_fuels_pct
37,feature,gen_fuel_gas_pct
38,feature,gen_fuel_wind_pct
39,feature,gen_fuel_nuclear_pct
40,feature,forecast_load_mw_latest_available
41,feature,metered_load_mw
42,feature,prelim_load_avg_hourly
43,feature,total_pjm_rt_load_mwh
44,feature,gross_inadv_interchange_mw
45,feature,gen_fuel_oil_mw
46,feature,total_pjm_self_sched_reg
47,feature,congestion_price_da
48,feature,congestion_price_rt
49,feature,gen_fuel_other_renewables_pct
50,feature,gross_actual_interchange_mw
51,feature,total_losses
52,feature,net_inadv_interchange_mw
53,feature,da_as_ss_mw_primary_reserve
54,feature,da_as_ss_mw_synchronized_reserve
55,feature,gen_fuel_coal_pct
56,feature,solar_generation_mw
57,feature,gen_fuel_hydro_mw
58,feature,total_pjm_loc_credit
59,feature,da_as_nsr_mw_primary_reserve
60,feature,da_as_ss_mw_thirty_minutes_reserve
61,feature,gen_fuel_solar_mw
