Epoch 001 | train_loss=0.34384 train_r2=0.65616 | test_loss=0.34503 test_r2=0.63580
Epoch 002 | train_loss=0.21578 train_r2=0.78422 | test_loss=0.21778 test_r2=0.77012
Epoch 003 | train_loss=0.15914 train_r2=0.84086 | test_loss=0.15990 test_r2=0.83121
Epoch 004 | train_loss=0.12144 train_r2=0.87856 | test_loss=0.12339 test_r2=0.86975
Epoch 005 | train_loss=0.08964 train_r2=0.91036 | test_loss=0.09954 test_r2=0.89492
Epoch 006 | train_loss=0.07200 train_r2=0.92800 | test_loss=0.08114 test_r2=0.91435
Epoch 007 | train_loss=0.05807 train_r2=0.94193 | test_loss=0.07024 test_r2=0.92586
Epoch 008 | train_loss=0.04976 train_r2=0.95024 | test_loss=0.06199 test_r2=0.93457
Epoch 009 | train_loss=0.04633 train_r2=0.95367 | test_loss=0.05620 test_r2=0.94067
Epoch 010 | train_loss=0.04126 train_r2=0.95874 | test_loss=0.05087 test_r2=0.94631
Epoch 011 | train_loss=0.03821 train_r2=0.96179 | test_loss=0.04913 test_r2=0.94814
Epoch 012 | train_loss=0.03506 train_r2=0.96494 | test_loss=0.04524 test_r2=0.95225
Epoch 013 | train_loss=0.03798 train_r2=0.96202 | test_loss=0.04785 test_r2=0.94950
Epoch 014 | train_loss=0.03299 train_r2=0.96701 | test_loss=0.04397 test_r2=0.95359
Epoch 015 | train_loss=0.03023 train_r2=0.96977 | test_loss=0.04183 test_r2=0.95584
Epoch 016 | train_loss=0.03469 train_r2=0.96531 | test_loss=0.04422 test_r2=0.95333
Epoch 017 | train_loss=0.03124 train_r2=0.96876 | test_loss=0.04114 test_r2=0.95657
Epoch 018 | train_loss=0.02605 train_r2=0.97395 | test_loss=0.03720 test_r2=0.96073
Epoch 019 | train_loss=0.02920 train_r2=0.97080 | test_loss=0.04108 test_r2=0.95663
Epoch 020 | train_loss=0.02446 train_r2=0.97554 | test_loss=0.03591 test_r2=0.96210
Epoch 021 | train_loss=0.02588 train_r2=0.97412 | test_loss=0.03745 test_r2=0.96047
Epoch 022 | train_loss=0.02679 train_r2=0.97321 | test_loss=0.03706 test_r2=0.96088
