W_1,W_2,W_3,W_4,W_5,W_6,epoch
0.45943898,0.16857783,-0.35859585,0.22294125,0.21305789,0.4366606,1
0.27698007,0.23907255,-0.32203877,0.31002945,0.15884298,0.51120013,2
0.116749704,0.2221428,-0.351935,0.28860447,0.1163371,0.58660764,3
-0.0563325,0.180432,-0.39471468,0.23876372,0.0598437,0.67782813,4
-0.19383943,0.12728538,-0.44757995,0.18021569,0.038692374,0.7765588,5
-0.29944503,0.10718677,-0.46700633,0.15717739,0.0075924452,0.85094106,6
-0.34566978,0.09277859,-0.48199823,0.14019535,-0.02160412,0.9124445,7
-0.37994492,0.076430574,-0.4970693,0.12128759,-0.03469877,0.96070266,8
-0.3951332,0.06449192,-0.50885946,0.1120725,-0.03805632,1.0032644,9
-0.39938435,0.06364444,-0.512049,0.10920919,-0.045099415,1.0276009,10
-0.42622435,0.06004083,-0.5169931,0.10464658,-0.05392121,1.0468686,11
-0.43320504,0.06128522,-0.5174613,0.10518988,-0.058325905,1.0711426,12
-0.44424775,0.06451224,-0.5181703,0.106576644,-0.06369366,1.0785375,13
-0.4407505,0.059692994,-0.5240844,0.102566175,-0.063552454,1.0972424,14
-0.44864467,0.054219995,-0.530632,0.095845826,-0.063347556,1.1132827,15
-0.4491499,0.04833671,-0.54290134,0.08784504,-0.05606625,1.1260755,16
-0.45514303,0.05021157,-0.54005706,0.08994331,-0.055197526,1.1517482,17
-0.4685303,0.053468406,-0.5413734,0.09125781,-0.06234762,1.143221,18
-0.4787699,0.05176498,-0.5452743,0.09046172,-0.062388174,1.1459118,19
-0.46881852,0.053366728,-0.54678726,0.09179053,-0.06038202,1.1434116,20
-0.47187194,0.05871924,-0.5424197,0.095442586,-0.06316468,1.1502192,21
-0.48020452,0.05624252,-0.54740447,0.09264056,-0.06643711,1.1480054,22
-0.47372833,0.055426877,-0.5505441,0.0901141,-0.06852205,1.1461399,23
-0.47760293,0.05234164,-0.552579,0.08805995,-0.06233105,1.1530566,24
-0.47963756,0.05392405,-0.5521801,0.08718618,-0.06639812,1.1555355,25
