目标,中文名,方法,定数规则,选中数,占候选比,测试R2,全量R2,候选数,选中字段
net_sched_interchange_mw,净计划交换功率,STG,门控值 ≥ 0.5,18,0.3333333333333333,0.9299794997283659,0.9713760061235526,54,total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|gross_sched_interchange_mw|gross_inadv_interchange_mw
net_sched_interchange_mw,净计划交换功率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,49,0.9074074074074074,0.970772571883847,0.9713760061235526,54,total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
net_sched_interchange_mw,净计划交换功率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,35,0.6481481481481481,0.97002372760255,0.9713760061235526,54,total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|prelim_load_avg_hourly|metered_load_mw|rmpcp|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|total_lmp_da|congestion_price_da|marginal_loss_price_da|congestion_price_rt|marginal_loss_price_rt|net_inadv_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
net_sched_interchange_mw,净计划交换功率,XGBoost,固定阈值 τ=0.02（12 个目标共用）,19,0.35185185185185186,0.9188633886241144,0.9713760061235526,54,total_losses|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_other_renewables_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|marginal_loss_price_rt|gross_sched_interchange_mw
net_sched_interchange_mw,净计划交换功率,Pearson,固定阈值 τ=0.3（12 个目标共用）,21,0.3888888888888889,0.8779239219762285,0.9713760061235526,54,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_wind_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_rt|gross_sched_interchange_mw
total_gen,总发电量,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,6,0.13043478260869565,0.9907354125015517,0.9952991729451955,46,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_wind_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_wind_pct
total_gen,总发电量,STG,门控值 ≥ 0.5,11,0.2391304347826087,0.9829914419267477,0.9952991729451955,46,total_losses|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_other_renewables_pct|system_energy_price_da|net_actual_interchange_mw
total_gen,总发电量,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,46,1.0,0.9952991729451955,0.9952991729451955,46,total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|rmccp|rmpcp|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
total_gen,总发电量,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,34,0.7391304347826086,0.995071358584273,0.9952991729451955,46,total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|rmpcp|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|marginal_loss_price_da|system_energy_price_rt|net_actual_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
total_gen,总发电量,XGBoost,固定阈值 τ=0.02（12 个目标共用）,13,0.2826086956521739,0.9799406171715508,0.9952991729451955,46,total_losses|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_coal_pct|gen_fuel_other_renewables_pct|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|net_sched_interchange_mw
total_gen,总发电量,Pearson,固定阈值 τ=0.3（12 个目标共用）,30,0.6521739130434783,0.9914483176436882,0.9952991729451955,46,total_losses|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_wind_pct|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|system_energy_price_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
metered_load_mw,计量负荷,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,7,0.15217391304347827,0.990346911052055,0.994742416829649,46,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_wind_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_wind_pct|net_actual_interchange_mw
metered_load_mw,计量负荷,STG,门控值 ≥ 0.5,10,0.21739130434782608,0.981026640473488,0.994742416829649,46,total_losses|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_other_renewables_pct|system_energy_price_da
metered_load_mw,计量负荷,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,46,1.0,0.994742416829649,0.994742416829649,46,total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|rmccp|rmpcp|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
metered_load_mw,计量负荷,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,33,0.717391304347826,0.9944177410778363,0.994742416829649,46,total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|rmpcp|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|marginal_loss_price_da|system_energy_price_rt|net_sched_interchange_mw|net_inadv_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
metered_load_mw,计量负荷,XGBoost,固定阈值 τ=0.02（12 个目标共用）,13,0.2826086956521739,0.9808800849581756,0.994742416829649,46,total_losses|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_coal_pct|gen_fuel_other_renewables_pct|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_da|system_energy_price_rt|marginal_loss_price_rt
metered_load_mw,计量负荷,Pearson,固定阈值 τ=0.3（12 个目标共用）,27,0.5869565217391305,0.9890473713834195,0.994742416829649,46,total_losses|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_wind_pct|total_pjm_reg_purchases|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|system_energy_price_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|congestion_price_rt|marginal_loss_price_rt|gross_actual_interchange_mw|gross_inadv_interchange_mw
total_losses,总网损,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,22,0.3793103448275862,0.9477944531568548,0.9445041027421919,58,gen_fuel_coal_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|total_pjm_reg_purchases|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
total_losses,总网损,STG,门控值 ≥ 0.5,15,0.25862068965517243,0.9500452408202212,0.9445041027421919,58,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|prelim_load_avg_hourly|da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|marginal_loss_price_da|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|gross_actual_interchange_mw
total_losses,总网损,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,58,1.0,0.9445041027421919,0.9445041027421919,58,total_gen|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|total_lmp_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw
