case_id,target_feature,case_type,feature_count,features,best_test_r2,best_test_mse,best_epoch,final_train_r2,final_train_mse,final_test_r2,final_test_mse
gen_fuel_gas_mw__C_plus_R,gen_fuel_gas_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9644607305526733,0.03366850587970963,129,0.990882158279419,0.009117811468936372,0.9644607305526733,0.03366850587970963
gen_fuel_hydro_mw__C_plus_R,gen_fuel_hydro_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9576411247253418,0.04012914558463707,118,0.9882975220680237,0.01170248230833995,0.9576411247253418,0.04012914558463707
gen_fuel_nuclear_mw__C_plus_R,gen_fuel_nuclear_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9603430032730103,0.037569479639187636,141,0.9901816844940186,0.009818287477150139,0.9603430032730103,0.037569479639187636
gen_fuel_oil_mw__C_plus_R,gen_fuel_oil_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9639608263969421,0.03414208444812131,98,0.9901090860366821,0.009890908851877173,0.9639608263969421,0.03414208444812131
gen_fuel_solar_mw__C_plus_R,gen_fuel_solar_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9568982720375061,0.04083289508423882,107,0.9881396293640137,0.011860361254563048,0.9568982720375061,0.04083289508423882
gen_fuel_wind_mw__C_plus_R,gen_fuel_wind_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9669984579086304,0.03126435340438947,154,0.9925137162208557,0.007486259080093101,0.9669984579086304,0.03126435340438947
gross_sched_interchange_mw__C_plus_R,gross_sched_interchange_mw,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9607446789741516,0.03718897847674515,145,0.9898151159286499,0.010184906509937185,0.9607446789741516,0.03718897847674515
prelim_load_avg_hourly__C_plus_R,prelim_load_avg_hourly,C_plus_R,54,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9668155312538147,0.031437691991081144,121,0.9903799891471863,0.009619982797520351,0.9668155312538147,0.031437691991081144
r_only,,R_only,46,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;wind_generation_mw;gross_inadv_interchange_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.8583868741989136,0.13415873837770848,98,0.9596432447433472,0.040356759779001806,0.8583868741989136,0.13415873837770848
full_all_features,,full_all_features,55,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.968455970287323,0.02988356384505495,117,0.9906077980995178,0.009392176190722225,0.968455970287323,0.02988356384505495
