wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5254097,0.50471824,0.5483559,0.47780722,0.47283167,0.42939994,0.5669697,0.47214106,0.50585926,0.51607674,0.4170745,0.5391326,0.5333386,0.53193504,0.48321688,0.4894001,0.47289777,0.46606272,0.4927935,0.46481076,0.50596946,0.5638732,0.55108523,0.43257812,0.39824575,0.5560326,0.43746176,0.46691695,0.46698394,0.43790212,0.44953933,0.41891345,0.4129267,0.46042368,0.443184,0.4813704,0.4687292,0.45332238,0.45506305,0.51896375,0.3964012,0.4940751,0.52113914,0.45440236,0.4751523,0.47377616,0.3946782,0.41880167,0.5258237
0.55021226,0.5012008,0.57157856,0.47623292,0.46674135,0.39389643,0.60962015,0.45947534,0.5147842,0.5142315,0.34894282,0.5616974,0.560381,0.5814807,0.450032,0.4702887,0.4571179,0.4275189,0.46835554,0.46605808,0.51245475,0.5810291,0.57538617,0.4047147,0.30059817,0.5948465,0.40250924,0.45006815,0.4597798,0.4194431,0.42108858,0.3580764,0.3833575,0.44187704,0.42076907,0.46824223,0.4587677,0.40982118,0.43224406,0.523862,0.33193347,0.46426132,0.54876745,0.44794178,0.47292322,0.47584125,0.3261569,0.43726292,0.5327506
0.57301295,0.49348727,0.59212875,0.4783856,0.45822316,0.33381867,0.6486197,0.44205576,0.5135116,0.51993144,0.28218013,0.6022687,0.580548,0.6176732,0.4454634,0.45149365,0.44506207,0.39236978,0.44941512,0.48248336,0.51512367,0.60245335,0.59628606,0.36720663,0.20498362,0.62717205,0.3542521,0.44775867,0.45432857,0.39322802,0.37470224,0.30242515,0.36108574,0.4371079,0.41178942,0.4573125,0.44621783,0.36327484,0.4270125,0.53629667,0.26173133,0.43846685,0.5797724,0.4455379,0.4646927,0.494191,0.2690916,0.43572453,0.55571294
0.5980799,0.49907994,0.6036579,0.47939336,0.44734824,0.2994652,0.6783002,0.40718845,0.52799654,0.53268206,0.20154586,0.61989987,0.61190104,0.6508428,0.447501,0.43243602,0.42633465,0.36118063,0.43513262,0.48338407,0.52020735,0.61130756,0.62498367,0.30904153,0.11739194,0.6506591,0.30892205,0.43687835,0.43388265,0.35996726,0.34577268,0.2469983,0.3505043,0.4401139,0.3934109,0.45875388,0.4250231,0.29752314,0.38469437,0.5499468,0.2000109,0.3917764,0.6042827,0.42882177,0.47244546,0.50285196,0.21447259,0.45135963,0.5635526
0.6108726,0.49404868,0.6082748,0.49191734,0.43449768,0.26335382,0.7141401,0.38067463,0.5404436,0.5416671,0.12983836,0.64443254,0.63245517,0.691352,0.4305137,0.41738096,0.41071117,0.329862,0.41192386,0.47842923,0.52705216,0.6266227,0.650711,0.2655789,0.033028457,0.6646855,0.2534644,0.4298137,0.42461675,0.3194262,0.30980313,0.20403454,0.3258479,0.43077728,0.37963217,0.46602866,0.39604217,0.24175484,0.33133003,0.56212544,0.1350012,0.35392362,0.62754035,0.4214962,0.46671855,0.53441626,0.1542388,0.48057538,0.57742435
0.6203126,0.49967864,0.6266414,0.47205806,0.3993833,0.2151009,0.7387482,0.36736295,0.56981844,0.55384946,0.0449417,0.65827453,0.65739506,0.71431625,0.42762774,0.3989437,0.38901109,0.30540422,0.38193342,0.4846599,0.5216269,0.6409162,0.66840744,0.21601242,-0.062982395,0.67726743,0.1963846,0.4162864,0.39432865,0.2949494,0.2861949,0.16261041,0.30414608,0.42100993,0.3527168,0.4477022,0.37586826,0.17294931,0.30275828,0.58383185,0.060265597,0.30463734,0.65404415,0.4094294,0.45980424,0.5747316,0.07947775,0.5103064,0.5864693
0.6425261,0.4967769,0.6493369,0.4559547,0.37933362,0.18051428,0.77149415,0.3474424,0.59291804,0.55826557,-0.034019936,0.6774369,0.6880718,0.75338954,0.4210086,0.3841004,0.35583243,0.27604118,0.34959042,0.4876855,0.51505977,0.6558365,0.68139297,0.16081758,-0.16007829,0.6904266,0.13596928,0.39876944,0.3738672,0.2528919,0.25419974,0.10529588,0.25988334,0.39946294,0.32388508,0.4320727,0.349013,0.09559849,0.268173,0.5959912,-0.012631351,0.25278547,0.67758536,0.40468338,0.45069453,0.60829544,-0.004295687,0.5489722,0.59121096
0.6709927,0.4727786,0.6605316,0.43860263,0.35677767,0.130283,0.78985953,0.31278145,0.6148915,0.56496924,-0.12470132,0.68644124,0.706561,0.7901713,0.41516733,0.36060888,0.3361276,0.2359177,0.32252204,0.4723892,0.51651037,0.67619383,0.7010314,0.10282453,-0.24202955,0.70687497,0.068236515,0.38334686,0.34634042,0.21342267,0.21032934,0.0646372,0.23471373,0.3788055,0.29207432,0.42405108,0.3228195,0.015812045,0.22459233,0.6226032,-0.07924255,0.20764028,0.7036642,0.39004323,0.44808784,0.6441568,-0.07622413,0.5769059,0.5972812
0.68032616,0.4658193,0.6784883,0.43303716,0.33927545,0.08649665,0.81619203,0.28349787,0.6455951,0.57417566,-0.22282925,0.6887122,0.7289651,0.819292,0.41194117,0.33853263,0.3190765,0.20650588,0.29168797,0.4713585,0.5043199,0.68849784,0.7192847,0.039390944,-0.3379782,0.7138486,0.0010697511,0.35555255,0.3134993,0.15876307,0.16166107,0.019529084,0.20499612,0.36270672,0.26575574,0.41821662,0.29299873,-0.058011565,0.17737593,0.6544975,-0.14681326,0.16153754,0.71835834,0.36991253,0.4412957,0.6938832,-0.1485849,0.60172874,0.6107081
0.6884182,0.47449973,0.6898482,0.4136079,0.3105661,0.02846208,0.8446422,0.2336491,0.696382,0.58232427,-0.3136813,0.6920084,0.74394506,0.84736645,0.4052033,0.30217376,0.27917647,0.15672371,0.25983477,0.46558625,0.4943651,0.69387436,0.7389499,-0.035950106,-0.40969628,0.7264616,-0.06608601,0.31878394,0.29658264,0.103800826,0.10610988,-0.020311108,0.16883248,0.3468887,0.24140598,0.41462183,0.25188625,-0.1413996,0.12396749,0.68761575,-0.18393153,0.113136925,0.74232686,0.34456706,0.4198361,0.7368123,-0.23969929,0.63913256,0.61208963
0.71355844,0.47675547,0.70920426,0.39446533,0.29312435,-0.03382371,0.8694813,0.19321844,0.7298288,0.5740864,-0.38997504,0.7104898,0.7668678,0.9039996,0.38298568,0.29242128,0.24207315,0.10859681,0.2246338,0.4612462,0.5091294,0.7095066,0.7541634,-0.10077194,-0.4855256,0.73661554,-0.13820001,0.2938812,0.2489759,0.04361018,0.057865024,-0.07136096,0.1148637,0.32520336,0.20602937,0.4023489,0.21723542,-0.20685565,0.0711709,0.7200622,-0.23600285,0.053246774,0.76477134,0.3221628,0.41092816,0.7803513,-0.31823608,0.66913486,0.6208717
0.7161909,0.48071852,0.7252605,0.3683086,0.27222866,-0.09431118,0.91206163,0.14096712,0.77828723,0.5838248,-0.46745443,0.71360254,0.78564143,0.9339058,0.35455313,0.27371863,0.20437627,0.05526255,0.16841255,0.45884103,0.5017105,0.72303236,0.7650402,-0.16880502,-0.54294354,0.7386987,-0.2102939,0.25180206,0.20458393,-0.015809175,0.0032272185,-0.109159976,0.06814615,0.3035325,0.16407052,0.39317495,0.1849085,-0.28493425,0.01824287,0.7818312,-0.30232355,-0.0137338815,0.78427833,0.2997263,0.3928368,0.8364597,-0.38456428,0.7222785,0.6182045
