total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.56406343,0.4590773,0.40557078,0.4578321,0.5493645,0.41261214,0.4870236,0.54319537,0.45863715,0.49494013,0.43919766,0.45919436,0.46194106,0.4822537,0.4852956,0.38535988,0.54004776,0.4929107,0.4101634,0.44182575,0.40121236,0.46412775,0.4661031,0.39547628,0.4288667,0.45139614,0.47432017,0.41534188,0.44100365,0.51968914,0.4185945,0.50085056,0.40370774,0.50786185,0.4437625,0.44548953,0.51693857,0.483349,0.5082085,0.50618994,0.48422718,0.52645665,0.47377887,0.4745242,0.469117,0.45690224,0.5098869,0.4523915,0.41630238,0.44600543,0.4413943,0.4255997,0.39276624,0.5971906,0.49449986
0.63083625,0.4425708,0.35507655,0.47817048,0.58675337,0.38808188,0.4830443,0.58299994,0.46668255,0.50910944,0.40608597,0.45251122,0.45434093,0.49879283,0.5095098,0.31906876,0.5504325,0.53436583,0.36154377,0.45511132,0.34072068,0.45477968,0.44867656,0.33893397,0.40768805,0.40615436,0.48939615,0.3788713,0.40955564,0.54345876,0.3789447,0.5318158,0.34267327,0.5169878,0.4036025,0.40807265,0.5228502,0.49278247,0.5088155,0.48156658,0.47168735,0.55181676,0.46155182,0.49170458,0.48690438,0.44279584,0.57382774,0.42934695,0.3598577,0.4360548,0.4202746,0.3779446,0.37105474,0.69146466,0.5271822
0.6930424,0.44922367,0.3111398,0.5042852,0.6115594,0.3568672,0.4656708,0.60583305,0.4677557,0.5184691,0.3737958,0.43729794,0.46017525,0.5146829,0.5184029,0.2863155,0.55917,0.5833713,0.3201471,0.46647844,0.29596618,0.4300899,0.4294361,0.27976632,0.3729403,0.36646348,0.4838844,0.34346476,0.37413672,0.5581037,0.31965297,0.5541315,0.28950885,0.54280025,0.36147308,0.38739476,0.51482993,0.4888751,0.503664,0.4654852,0.45693988,0.5747923,0.4243055,0.5117835,0.5063437,0.4072747,0.6011083,0.39744082,0.32359138,0.42602953,0.39092106,0.3354811,0.37505424,0.7620595,0.5494382
0.75525236,0.4529271,0.27306876,0.5284079,0.63605005,0.37171656,0.45205286,0.6446954,0.46264917,0.52609897,0.33992952,0.42865607,0.45286673,0.5420876,0.5191824,0.24328947,0.5808783,0.6226591,0.2943188,0.4880775,0.24263495,0.41099852,0.40436506,0.24488966,0.3439103,0.31952775,0.48062688,0.3023858,0.33167097,0.5731009,0.25005293,0.5797797,0.23305297,0.55482024,0.3052784,0.375512,0.5119413,0.49169827,0.5223526,0.44106093,0.4343244,0.61312723,0.41416276,0.5269085,0.5421225,0.39543426,0.63472193,0.36957192,0.29162297,0.40846515,0.38146052,0.28750816,0.37267432,0.830561,0.55932426
0.8139465,0.45320854,0.22982158,0.55301267,0.6696587,0.35849857,0.42704856,0.681604,0.46048877,0.53703594,0.3118111,0.40744343,0.45120215,0.5909548,0.53005123,0.2019167,0.60378397,0.6569346,0.2600782,0.50690454,0.18517005,0.39442143,0.3775056,0.18852219,0.31746545,0.2485527,0.4640897,0.2797459,0.3066501,0.58007264,0.19589175,0.60982233,0.16794837,0.57256526,0.24498676,0.35989553,0.50280803,0.48644707,0.5336061,0.41959032,0.41812027,0.65090203,0.3999904,0.545773,0.56338406,0.39067185,0.6711246,0.32801366,0.26159957,0.39918908,0.37679747,0.23902175,0.35935768,0.8973543,0.5842144
0.85627663,0.45255667,0.17314738,0.5754738,0.70529956,0.34929895,0.41547945,0.7163234,0.4564199,0.56151193,0.28606132,0.3781172,0.44494626,0.6332289,0.5391499,0.16374065,0.63256305,0.6840697,0.2360177,0.52930486,0.13212617,0.3771257,0.3437681,0.12637937,0.26961768,0.1782381,0.47426084,0.22564115,0.2590769,0.58057016,0.1378686,0.6257232,0.1083629,0.5920362,0.17721833,0.35775128,0.5000028,0.48577672,0.5329058,0.3831169,0.39460173,0.6856389,0.381621,0.5811408,0.60214275,0.37385887,0.6925231,0.30215007,0.22737212,0.38002977,0.3700101,0.2028,0.36379308,0.9558568,0.60805696
0.8932596,0.43738326,0.1180776,0.5947256,0.71904165,0.3288648,0.40546516,0.73956573,0.4413592,0.576982,0.26638767,0.35479042,0.4454973,0.68671995,0.53071475,0.13072047,0.6644493,0.70505476,0.21093889,0.5244936,0.06032857,0.3463141,0.30702204,0.06927915,0.24215889,0.105213106,0.45757094,0.21028122,0.21923433,0.585166,0.0984812,0.6383792,0.036401253,0.6076011,0.09836666,0.34581384,0.50732374,0.5033627,0.5429299,0.36234576,0.37471032,0.71806866,0.35946622,0.60849476,0.63754267,0.37911677,0.71473,0.27152747,0.18548456,0.36579943,0.35543358,0.13057959,0.35827082,0.9975535,0.635747
0.93289334,0.4265499,0.054315247,0.61979645,0.7505249,0.31316862,0.4142046,0.779878,0.42846474,0.6126025,0.2397382,0.332551,0.44471017,0.7525342,0.52985775,0.10164573,0.7072543,0.7359721,0.15294151,0.5375265,0.012527702,0.3085093,0.26339924,0.0050254483,0.19599694,0.02383236,0.43212828,0.16255543,0.18684006,0.5703927,0.030497756,0.64608735,-0.035507906,0.6217745,0.021027854,0.3183396,0.5094869,0.5094764,0.5365997,0.33944544,0.3712262,0.7517446,0.35993382,0.63341963,0.65972054,0.3731104,0.7400029,0.2291811,0.14223716,0.3562216,0.33382475,0.08393292,0.34422547,1.0461627,0.6720767
0.9787387,0.4358633,-0.007261028,0.64968807,0.7751322,0.29909188,0.3970544,0.81536525,0.41770634,0.65065926,0.20442626,0.30524683,0.46102527,0.77587897,0.53778076,0.06960358,0.7384902,0.7805451,0.12591144,0.5404842,-0.048076216,0.29291004,0.21971837,-0.060916655,0.15725116,-0.06081193,0.3915279,0.10977255,0.15603621,0.5676957,-0.025481427,0.6539145,-0.10902063,0.63493294,-0.060455397,0.2896253,0.5168814,0.5067909,0.54158336,0.29039302,0.35128507,0.79018486,0.3537866,0.64737093,0.6747897,0.36089492,0.7448747,0.17946438,0.09605847,0.34986928,0.30652738,0.04475712,0.31946594,1.0892663,0.6886471
