feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,gate,final_gate,best_epoch_gate
1,total_pjm_rmccp_cr,1,35,net_sched_interchange_mw,0.45681703838050847,0.24461508316026642,0.1124614424548814,0.14547405707063737,0.20099935480763853,0.890532106575839,1,1,1,1,1,1,6,0.890532106575839,-0.014110316,-0.014110316,-0.011232759
2,gen_fuel_coal_mw,2,4,net_sched_interchange_mw,0.06091576631035879,-0.10056913284691445,-0.14188014752273181,-0.09545044789449049,0.24729169898434347,0.8836779236835531,1,1,1,1,1,1,6,0.8836779236835531,0.55318135,0.55318135,0.6023528
3,da_as_as_mw_thirty_minutes_reserve,3,48,net_sched_interchange_mw,0.07050606305632194,-0.42978597757053877,-0.39477598024655614,-0.28816833022177063,0.4013734780455318,0.8527312820200631,1,1,1,1,1,1,6,0.8527312820200631,0.0712344,0.0712344,0.08013812
4,da_as_total_mw_thirty_minutes_reserve,4,45,net_sched_interchange_mw,0.06951986582502014,-0.4274940322559744,-0.3976240571079857,-0.25203208522997517,0.3738945693642329,0.8449577548671425,1,1,1,1,1,1,6,0.8449577548671425,0.005411424,0.005411424,0.0016452487
5,gross_sched_interchange_mw,5,66,net_sched_interchange_mw,0.14447340034294923,-0.46338889237654357,-0.4803924984252398,-0.31730608840700586,0.45704335315538813,0.8189295782547599,1,1,1,1,1,1,6,0.8189295782547599,0.10366371,0.10366371,0.119734794
6,gen_fuel_nuclear_mw,6,8,net_sched_interchange_mw,0.10669931458252131,-0.35025247287897454,-0.4200896127226608,-0.24519770638145452,0.43825117504790695,0.8015463610906248,1,1,1,1,1,1,6,0.8015463610906248,0.40754673,0.40754673,0.46282616
7,da_as_as_req_mw_primary_reserve,7,40,net_sched_interchange_mw,0.1967066204778998,-0.3243065130356247,-0.3984436427151783,-0.2451984862343579,0.44743598137632684,0.06748990013923264,1,1,1,1,1,1,6,0.44743598137632684,0.0017981138,0.0017981138,-0.0006270328
8,da_as_as_req_mw_synchronized_reserve,8,41,net_sched_interchange_mw,0.17228793599553957,-0.3209156490327459,-0.40134125272854015,-0.23239673141326153,0.4098438385806818,0.06484445899391994,1,1,1,1,1,1,6,0.4098438385806818,-0.00012773997,-0.00012773997,-0.0015044312
9,da_as_as_mw_primary_reserve,9,46,net_sched_interchange_mw,0.08271124476481478,-0.3408577257360527,-0.34911521178301513,-0.24943661618477278,0.39334902889107864,0.11267869361178016,1,1,1,1,1,1,6,0.39334902889107864,0.0012036797,0.0012036797,-0.00040601814
10,da_as_total_mw_primary_reserve,10,43,net_sched_interchange_mw,0.09139927831673325,-0.3154677207108669,-0.3338304829280199,-0.24897320814774898,0.38550204528754267,0.11571681209318713,1,1,1,1,1,1,6,0.38550204528754267,-0.0010992046,-0.0010992046,-0.0012032134
