rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,41,da_as_total_mw_primary_reserve,da_as_as_req_mw_primary_reserve,1.0,0.7168244296487538,0.6941322965731277,0.5774138049526238,0.7324158050272193,0.4113099537257442,1,1,1,1,1,1,6,1.0
2,42,da_as_total_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,1.0,0.6807794593971875,0.6744029006864206,0.5879684145736019,0.7522325216658946,0.43342990813468535,1,1,1,1,1,1,6,1.0
3,43,da_as_total_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.8051246989100157,0.6675508235432421,0.6647921207055564,0.5881721340925988,0.7596201945115161,0.39086884602609984,1,1,1,1,1,1,6,0.8051246989100157
4,44,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,0.6848417942601349,0.3678294673106065,0.3027255929799074,0.20963125638200908,0.4865591916267196,0.10303243431520608,1,1,1,1,1,1,6,0.6848417942601349
5,46,da_as_total_mw_primary_reserve,da_as_as_mw_synchronized_reserve,0.6747162242023081,0.33887688238111296,0.2907594202139584,0.22969718464020722,0.5228311313323118,0.11441003680387933,1,1,1,1,1,1,6,0.6747162242023081
6,45,da_as_total_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.20695291457044956,0.5406512363900138,0.4935745884557352,0.4107460006343807,0.5193906725589317,0.10904490999725017,1,1,1,1,1,1,6,0.5406512363900138
7,47,da_as_total_mw_primary_reserve,da_as_as_mw_thirty_minutes_reserve,0.19992022539189253,0.5349017779748794,0.49155335013381424,0.37638139734443243,0.48623842643112253,0.1100096847449245,1,1,1,1,1,1,6,0.5349017779748794
8,9,da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0.25407030320564056,0.4397529594773179,0.44730004748071683,0.2768466063618392,0.3982083577071499,0.1098745388825949,1,1,1,1,1,1,6,0.44730004748071683
9,63,da_as_total_mw_primary_reserve,net_sched_interchange_mw,0.09207353897924529,-0.3495157590991545,-0.3473881610809372,-0.24257079436317128,0.3938917724857517,0.11288389031805697,1,1,1,1,1,1,6,0.3938917724857517
10,38,da_as_total_mw_primary_reserve,da_as_mcp_primary_reserve,0.3937686065852559,-0.31293151643919964,-0.15352364474023386,-0.21669159848976546,0.20874907172214607,0.17196363093354883,1,1,1,1,1,1,6,0.3937686065852559
11,62,da_as_total_mw_primary_reserve,net_actual_interchange_mw,0.10297427305657701,-0.3781260881265542,-0.3779345530075827,-0.21617950180934734,0.3638685068548647,0.11758866257474491,1,1,1,1,1,1,6,0.3781260881265542
12,6,da_as_total_mw_primary_reserve,gen_fuel_gas_mw,0.09494041804657197,0.33916337693155035,0.3179338904245419,0.1969742939747429,0.31678049487140186,0.12854500369338515,1,1,1,1,1,1,6,0.33916337693155035
13,1,da_as_total_mw_primary_reserve,total_gen,0.09105135562648414,0.3194588930298235,0.3095427125926999,0.2260283404947336,0.3270845634898448,0.1174956209933559,1,1,1,1,1,1,6,0.3270845634898448
14,28,da_as_total_mw_primary_reserve,metered_load_mw,0.08153737583726105,0.27146906731991133,0.2775361376866737,0.20072191787244748,0.32517368253951356,0.11969502493897977,1,1,1,1,1,1,6,0.32517368253951356
15,5,da_as_total_mw_primary_reserve,gen_fuel_coal_mw,0.10323546810642853,0.20342059125829814,0.2282324013411273,0.15848433227876008,0.29584423960749323,0.11954167897343251,1,1,1,1,1,1,6,0.29584423960749323
16,2,da_as_total_mw_primary_reserve,total_losses,0.0605817482043707,0.28853363897668866,0.2825044270829141,0.2027103165665895,0.2716558126980809,0.056765490599731135,1,1,1,1,1,1,6,0.28853363897668866
17,26,da_as_total_mw_primary_reserve,forecast_load_mw_day_ahead,0.07972277754476084,0.23947744442747612,0.2278744837571367,0.1655317751270607,0.28582080950499883,0.12261347884511159,1,1,1,1,1,1,6,0.28582080950499883
18,16,da_as_total_mw_primary_reserve,gen_fuel_gas_pct,0.07647767032083917,0.2098660319072041,0.2221099400671673,0.1615132715633115,0.27473623306726996,0.09249835445077137,1,1,1,1,1,1,6,0.27473623306726996
19,31,da_as_total_mw_primary_reserve,total_pjm_rt_load_mwh,0.0715960827940497,0.23846898787947998,0.24612731956722347,0.17140349777465672,0.2699426937641333,0.11770135340985917,1,1,1,1,1,1,6,0.2699426937641333
20,25,da_as_total_mw_primary_reserve,forecast_load_mw_latest_available,0.08370271251198248,0.24478582083637454,0.25077405932165076,0.16289951910237543,0.25797235215659914,0.11765421424330999,1,1,1,1,1,1,6,0.25797235215659914
21,27,da_as_total_mw_primary_reserve,prelim_load_avg_hourly,0.07040386675810825,0.2511278969541171,0.2500038443219599,0.1611864429898083,0.25626440742840373,0.1300756686503607,1,1,1,1,1,1,6,0.25626440742840373
22,17,da_as_total_mw_primary_reserve,gen_fuel_hydro_pct,0.07917072383499842,-0.13156105678061986,-0.15398191863828334,-0.11304191057863237,0.1798171111271674,0.06014599609021124,1,1,1,1,1,1,6,0.1798171111271674
23,15,da_as_total_mw_primary_reserve,gen_fuel_coal_pct,0.08757118530035349,0.14185076156529275,0.12623747949056874,0.12069508807125888,0.2688292586766256,0.004902289913070183,1,1,1,1,1,0,5,0.2688292586766256
24,66,da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.02829079405278547,0.24880170766319146,0.22439055311040854,0.15813386910686367,0.2276641873043972,0.11411332006683383,0,1,1,1,1,1,5,0.24880170766319146
25,18,da_as_total_mw_primary_reserve,gen_fuel_multiple_fuels_pct,0.08760704725826823,-0.21924835333347006,-0.22189592740259023,-0.12420736245323642,0.18137026182434185,0.009648236888122694,1,1,1,1,1,0,5,0.22189592740259023
26,37,da_as_total_mw_primary_reserve,total_pjm_rmpcp_cr,0.15952417208196237,0.17127405071634036,0.15022067721151133,0.12903192751158993,0.21698276042671008,0.038715254680994106,1,1,1,1,1,0,5,0.21698276042671008
27,11,da_as_total_mw_primary_reserve,gen_fuel_other_renewables_mw,0.077131201691435,0.16608145570067684,0.14831296423274362,0.14513974678789202,0.2025420526411693,0.047611136459654424,1,1,1,1,1,0,5,0.2025420526411693
28,19,da_as_total_mw_primary_reserve,gen_fuel_nuclear_pct,0.05839761964144681,-0.12812632230478502,-0.16277308287120604,-0.10975997418715211,0.19683551066868993,0.049723087650279635,1,1,1,1,1,0,5,0.19683551066868993
29,30,da_as_total_mw_primary_reserve,rmpcp,0.12290661089179336,0.19076664538564667,0.11542145692698473,0.12202247466978003,0.17721671331742997,0.01113858301036583,1,1,1,1,1,0,5,0.19076664538564667
30,56,da_as_total_mw_primary_reserve,congestion_price_da,0.09210450987028705,0.14317003736675543,0.129371434439284,0.10178428822546402,0.18737288787151352,0.01472721495404725,1,1,1,1,1,0,5,0.18737288787151352
31,21,da_as_total_mw_primary_reserve,gen_fuel_other_renewables_pct,0.10259461106766841,-0.14758499594716984,-0.16074859505531122,-0.10768935395294352,0.18132329775775394,0.04777606759927163,1,1,1,1,1,0,5,0.18132329775775394
32,65,da_as_total_mw_primary_reserve,gross_actual_interchange_mw,0.02862999750185195,0.15039491837071112,0.14392622940833313,0.08116954833864147,0.11235688602845621,0.11277597972770295,0,1,1,1,1,1,5,0.15039491837071112
33,8,da_as_total_mw_primary_reserve,gen_fuel_multiple_fuels_mw,0.0877628421961273,-0.1257362331835267,-0.09673167963536523,-0.09001475210846238,0.13748361334683515,0.05478527134359219,1,1,0,1,1,1,5,0.13748361334683515
