W_1,W_2,W_3,W_4,W_5,W_6,epoch
0.35158077,0.25358248,-0.2670682,0.30306393,0.08979821,0.42557406,1
0.21373203,0.27493507,-0.26619184,0.32918322,0.06478179,0.4792236,2
0.07013978,0.28984916,-0.27541426,0.34507778,0.0365834,0.48073715,3
0.033509105,0.2736067,-0.30967245,0.3227946,0.03254734,0.5055137,4
0.030467877,0.28058884,-0.31653777,0.32493177,0.046785254,0.50600624,5
0.047807578,0.29488006,-0.31140465,0.3343916,0.052581094,0.49242568,6
0.0034021381,0.2840872,-0.32462767,0.32293952,0.06396049,0.5294041,7
-0.0041575064,0.29487652,-0.31779113,0.33164006,0.06281154,0.54510546,8
-0.005933198,0.3026882,-0.31177533,0.3367389,0.07481737,0.53118134,9
-0.0036309813,0.29784408,-0.31901193,0.33025697,0.09170541,0.53541654,10
-0.0002509464,0.30158815,-0.31688726,0.33390164,0.09875292,0.53703886,11
-0.005877537,0.30531707,-0.31691596,0.33743742,0.10833195,0.5479161,12
-0.016943136,0.30748203,-0.31526503,0.33898562,0.11872753,0.55854493,13
-0.019305008,0.310993,-0.31316742,0.34213486,0.12345402,0.5602721,14
-0.017571256,0.3040755,-0.32082924,0.33454314,0.14065258,0.55451006,15
-0.018551305,0.31859258,-0.30720997,0.34903902,0.13799816,0.5656367,16
-0.019933036,0.31117737,-0.31625018,0.3415825,0.14589858,0.5868534,17
-0.048726838,0.31571436,-0.31043538,0.3471437,0.14601944,0.6007194,18
-0.03795743,0.3236852,-0.3058531,0.35475478,0.15089113,0.5839871,19
-0.030535495,0.32341832,-0.30900046,0.3542253,0.15891482,0.58929724,20
-0.03194996,0.32007062,-0.31357434,0.35083798,0.16699767,0.58549714,21
-0.018353783,0.3243686,-0.31486073,0.35539386,0.17507853,0.5973025,22
-0.020107778,0.3278776,-0.31205034,0.35801655,0.17483507,0.59265697,23
-0.038782503,0.33443788,-0.30682555,0.3661644,0.17280866,0.61818117,24
-0.030725252,0.34006724,-0.30345604,0.37070847,0.17386945,0.6298221,25
-0.0058654216,0.3460919,-0.30129203,0.37515113,0.18203554,0.6081387,26
-0.00072666456,0.34155878,-0.3072622,0.37129337,0.18469611,0.6171665,27
-0.015593496,0.3505068,-0.29978496,0.37906218,0.17581567,0.6371796,28
-0.013996535,0.35574675,-0.29742092,0.38433036,0.1808236,0.64178634,29
-0.005638892,0.35532558,-0.2991948,0.3821804,0.18950509,0.63789856,30
0.005879622,0.3569085,-0.29947808,0.38255394,0.189134,0.6344104,31
0.009200103,0.34873617,-0.3091598,0.37574694,0.19510023,0.65587384,32
0.0076818294,0.35841343,-0.30293414,0.3853969,0.19218738,0.6547979,33
-0.000141704,0.35622895,-0.30365235,0.38470364,0.1981957,0.6570329,34
0.024518516,0.35879838,-0.305107,0.38424525,0.20958136,0.64206874,35
0.014423399,0.35327446,-0.31189334,0.3803448,0.20456252,0.6775475,36
0.03482756,0.34894544,-0.31829834,0.37432116,0.21777916,0.6617277,37
0.018246403,0.36773294,-0.3014488,0.39380825,0.20905434,0.66738427,38
0.023486063,0.36856878,-0.30252478,0.3940055,0.21627952,0.66483784,39
0.017364966,0.36880463,-0.30231825,0.3948636,0.21832784,0.682376,40
0.021195794,0.36726305,-0.3083248,0.3916449,0.22426195,0.6899539,41
0.009010483,0.3774221,-0.29812482,0.40182742,0.21839936,0.69250673,42
0.028617822,0.36860958,-0.31007192,0.39175436,0.23647751,0.69266737,43
0.014190034,0.36775115,-0.31032312,0.39247635,0.22930536,0.70679206,44
0.055261362,0.3738241,-0.31045026,0.39483085,0.24580497,0.69130456,45
0.05446195,0.37394875,-0.3127518,0.3948716,0.24358845,0.7013489,46
0.062911615,0.3773092,-0.30960262,0.39730966,0.2500268,0.69204104,47
0.06515036,0.3793011,-0.30938545,0.40016064,0.24733937,0.7239158,48
0.050987467,0.3771487,-0.31101257,0.3989852,0.2415072,0.7341394,49
0.07245175,0.39314476,-0.29918376,0.4124462,0.24981117,0.68663466,50
0.06499821,0.39290586,-0.30255345,0.4122988,0.25148463,0.7140644,51
0.05693826,0.39036217,-0.3024381,0.40806744,0.24936411,0.71595955,52
0.057757884,0.3892846,-0.3057516,0.40757704,0.25436798,0.7196935,53
0.0736438,0.38991505,-0.31014156,0.40723503,0.25951844,0.70152646,54
0.06333011,0.39288568,-0.3072649,0.41046742,0.25595775,0.73243916,55
0.08151599,0.3928511,-0.31109703,0.41021284,0.26543367,0.71849096,56
0.08686848,0.3954422,-0.31088254,0.4113746,0.26945055,0.7052183,57
0.07514548,0.3984064,-0.30795768,0.41462773,0.2641291,0.7106332,58
0.06936861,0.3932173,-0.31517944,0.41003934,0.26117852,0.7226109,59
0.091628306,0.4040843,-0.3074291,0.41693264,0.26874286,0.6990655,60
0.08497958,0.40733796,-0.30618715,0.42253843,0.26590115,0.7017699,61
0.09600652,0.40274078,-0.31192526,0.4168726,0.26924545,0.71831566,62
0.09776123,0.40505937,-0.31043166,0.41716507,0.27275175,0.7081484,63
0.10051128,0.40424794,-0.31388503,0.4161879,0.27199844,0.7069516,64
0.09807959,0.40734544,-0.31312364,0.41956443,0.2742156,0.7251846,65
0.1129781,0.3964398,-0.32616487,0.4092592,0.2840123,0.71137553,66
0.12435929,0.40816522,-0.31552753,0.41828883,0.28416687,0.6947495,67
0.115518406,0.40270096,-0.3205542,0.41442767,0.28133085,0.71090496,68
0.12892075,0.4014347,-0.32444483,0.41094255,0.28920066,0.7013594,69
