partition,target,sensitivity_tier,target_kind,r2,rmse,mae,test_std,nrmse_by_test_std,pearson_r,test_r2_evaluable,accuracy,balanced_accuracy,roc_auc,description
02_public27_grouped/bus_electrical,slack_bus_p_mw,T2_operational,continuous,0.5291121602058411,5.539783477783203,3.994297981262207,8.072982788085938,0.6862127184867859,0.7301656007766724,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,slack_bus_q_mvar,T2_operational,continuous,0.9424446225166321,2.677711009979248,2.162381887435913,11.161455154418945,0.23990698158740997,0.9811990857124329,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_118_va_deg,T3_high,continuous,0.8952558636665344,1.0600707530975342,0.8497529029846191,3.2754437923431396,0.3236418664455414,0.9461948275566101,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_118_p_injection_mw,T2_operational,continuous,-0.2555603086948395,29.199907302856445,23.4375057220459,26.059295654296875,1.1205178499221802,0.49358758330345154,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_118_q_injection_mvar,T2_operational,continuous,0.8668743371963501,6.197798252105713,4.815211296081543,16.986602783203125,0.36486390233039856,0.9368553161621094,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_115_va_deg,T3_high,continuous,0.8773350119590759,0.8280724883079529,0.6632713079452515,2.3643300533294678,0.35023558139801025,0.9366757273674011,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_115_p_injection_mw,T2_operational,continuous,-0.23316149413585663,15.642986297607422,12.65899658203125,14.086713790893555,1.1104780435562134,0.44266486167907715,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_115_q_injection_mvar,T2_operational,continuous,0.9407255053520203,3.513974189758301,2.7483015060424805,14.433265686035156,0.24346356093883514,0.9700138568878174,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_218_va_deg,T3_high,continuous,0.9167255163192749,0.4882829487323761,0.3754887580871582,1.69205904006958,0.2885732352733612,0.9637743830680847,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_218_p_injection_mw,T2_operational,continuous,0.6757580041885376,68.12140655517578,54.29354476928711,119.63245391845703,0.5694224834442139,0.8372283577919006,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_218_q_injection_mvar,T2_operational,continuous,0.6652140021324158,8.485230445861816,6.7458953857421875,14.66493034362793,0.5786069631576538,0.8280906081199646,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_215_va_deg,T3_high,continuous,0.9441127777099609,0.1964251846075058,0.15625688433647156,0.8308848738670349,0.23640482127666473,0.9728725552558899,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_215_p_injection_mw,T2_operational,continuous,0.9094113707542419,15.597271919250488,11.799235343933105,51.821712493896484,0.30097946524620056,0.9555554389953613,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_215_q_injection_mvar,T2_operational,continuous,0.9312479496002197,2.864158868789673,2.2731683254241943,10.923315048217773,0.2622060179710388,0.9717380404472351,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_318_va_deg,T3_high,continuous,0.9265182614326477,1.045556902885437,0.8141627311706543,3.857072591781616,0.2710752487182617,0.9630178213119507,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_318_p_injection_mw,T2_operational,continuous,0.9921085238456726,2.6340742111206055,1.8926572799682617,29.651554107666016,0.08883427083492279,0.9963812828063965,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_318_q_injection_mvar,T2_operational,continuous,0.9243326783180237,3.2364354133605957,2.3986268043518066,11.765565872192383,0.27507689595222473,0.9618898034095764,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_315_va_deg,T3_high,continuous,0.907549262046814,0.9980862140655518,0.7853134870529175,3.2825613021850586,0.30405715107917786,0.9530529975891113,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_315_p_injection_mw,T2_operational,continuous,0.7549141645431519,28.645418167114258,21.62598991394043,57.86235046386719,0.4950614273548126,0.8749003410339355,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_315_q_injection_mvar,T2_operational,continuous,0.7180265188217163,9.266851425170898,7.077889919281006,17.451313018798828,0.531011700630188,0.8515686392784119,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_107_va_deg,T3_high,continuous,0.6787721514701843,0.6022990345954895,0.47312062978744507,1.0626875162124634,0.5667696595191956,0.8315957188606262,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_107_p_injection_mw,T2_operational,continuous,-1.893919825553894,9.44938850402832,7.5822834968566895,5.5546979904174805,1.7011525630950928,0.2933458983898163,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_107_q_injection_mvar,T2_operational,continuous,0.8231659531593323,3.3819727897644043,2.7257180213928223,8.042428016662598,0.42051640152931213,0.9156309366226196,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_203_vm_pu,T1_relative_low,continuous,0.9437312483787537,0.0005183333996683359,0.00039686652598902583,0.0021851209457963705,0.23721039295196533,0.9875333905220032,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_203_va_deg,T3_high,continuous,0.756855845451355,0.607202410697937,0.474154531955719,1.231406807899475,0.4930965304374695,0.874782145023346,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_203_p_injection_mw,T2_operational,continuous,0.9999995827674866,0.00507200974971056,0.004087972454726696,8.145642280578613,0.000622665393166244,0.9999998807907104,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_203_q_injection_mvar,T2_operational,continuous,0.9999995827674866,0.0010471775894984603,0.0008438449003733695,1.6743820905685425,0.0006254113395698369,0.9999995827674866,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_113_p_injection_mw,T2_operational,continuous,0.9127171039581299,8.800037384033203,6.5323381423950195,29.786531448364258,0.2954367995262146,0.955977201461792,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_113_q_injection_mvar,T2_operational,continuous,0.9173724055290222,2.677945375442505,2.162674903869629,9.31620979309082,0.2874501049518585,0.9720712900161743,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_123_va_deg,T3_high,continuous,0.7047637701034546,0.4978219270706177,0.41419079899787903,0.916197657585144,0.5433564782142639,0.8433730006217957,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_123_p_injection_mw,T2_operational,continuous,0.7710624933242798,37.15607452392578,30.42864418029785,77.65533447265625,0.4784741997718811,0.8965329527854919,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_123_q_injection_mvar,T2_operational,continuous,0.8974063396453857,3.7209177017211914,2.8438456058502197,11.616886138916016,0.3203025162220001,0.9501156806945801,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_217_vm_pu,T1_relative_low,continuous,0.6340694427490234,8.895544306142256e-05,6.85194245306775e-05,0.0001470527786295861,0.6049218773841858,0.8758151531219482,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_217_va_deg,T3_high,continuous,0.9388753175735474,0.32964709401130676,0.2606975734233856,1.3333396911621094,0.24723413586616516,0.9726066589355469,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_325_vm_pu,T1_relative_low,continuous,0.9770610928535461,8.139006240526214e-05,6.315635982900858e-05,0.000537384650669992,0.15145587921142578,0.9897852540016174,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
02_public27_grouped/bus_electrical,bus_325_va_deg,T3_high,continuous,0.7247051000595093,1.172761082649231,0.9324900507926941,2.2351694107055664,0.5246855616569519,0.8531200289726257,1,,,,仍只用 27 个候选发布字段，单独预测 bus_electrical 目标组
