field,中文名,score
reserve_spin_r1_mw,区域1旋转备用,0.07533392310142517
gen_fuel_wind_mw,风电出力,0.06930277496576309
gen_fuel_natural_gas_mw,燃气出力,0.06655391305685043
gen_fuel_solar_mw,光伏出力,0.05896037071943283
gen_fuel_coal_mw,燃煤出力,0.058057986199855804
reserve_spin_r3_mw,区域3旋转备用,0.03641128167510033
gen_fuel_hydro_mw,水电出力,0.024558642879128456
gen_fuel_nuclear_mw,核电出力,0.0
reserve_spin_r2_mw,区域2旋转备用,0.0
reserve_reg_down_mw,调频下备用,0.0
area_1_load_actual_mw,区域1实时负荷,0.0
system_generation_mw,系统发电量,0.0
system_load_day_ahead_mw,系统日前负荷,0.0
area_3_load_day_ahead_mw,区域3日前负荷,0.0
area_2_load_day_ahead_mw,区域2日前负荷,0.0
area_1_load_day_ahead_mw,区域1日前负荷,0.0
system_load_actual_mw,系统实时负荷,0.0
area_3_load_actual_mw,区域3实时负荷,0.0
area_2_load_actual_mw,区域2实时负荷,0.0
system_losses_mw,系统网损,0.0
reserve_reg_up_mw,调频上备用,0.0
