head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
16,net_inadv_interchange_mw,6,net_inadv_interchange_mw;gen_fuel_other_renewables_mw;total_losses;gen_fuel_multiple_fuels_pct;da_as_total_mw_thirty_minutes_reserve;metered_load_mw,0.5044326782226562,0.5048640966415405,823068.75,0.8774814605712891,0.0018494725227355957,active_anchor,0.25
17,gross_actual_interchange_mw,6,gross_actual_interchange_mw;gen_fuel_other_renewables_mw;total_losses;gen_fuel_multiple_fuels_pct;da_as_total_mw_thirty_minutes_reserve;metered_load_mw,0.4999196231365204,0.5092942714691162,815703.8125,0.878577709197998,0.0392431914806366,active_anchor,0.25
18,da_as_mcp_primary_reserve,7,da_as_mcp_primary_reserve;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;da_as_total_mw_thirty_minutes_reserve;gross_actual_interchange_mw;metered_load_mw,0.48483631014823914,0.5240996479988098,791092.9375,0.8822411894798279,0.010039716958999634,active_anchor,0.25
19,metered_load_mw,19,metered_load_mw;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve,0.4900577962398529,0.5189741849899292,799613.625,0.8809729218482971,22.308462142944336,active_anchor,0.25
0,gen_fuel_other_renewables_mw,2,gen_fuel_other_renewables_mw;metered_load_mw,0.49503740668296814,0.5140864849090576,807737.8125,0.8797634840011597,0.0439738929271698,active_anchor,0.35
1,congestion_price_da,2,congestion_price_da;metered_load_mw,0.5003728866577148,0.508849024772644,816444.5625,0.8784675002098083,0.00012862682342529297,active_anchor,0.35
2,total_losses,2,total_losses;metered_load_mw,0.49796196818351746,0.5112155079841614,812509.625,0.8790530562400818,0.044569820165634155,active_anchor,0.35
3,system_energy_price_da,2,system_energy_price_da;metered_load_mw,0.48032405972480774,0.5285287499427795,783730.1875,0.883337140083313,0.02529028058052063,active_anchor,0.35
4,total_pjm_self_sched_reg,2,total_pjm_self_sched_reg;metered_load_mw,0.49815991520881653,0.511021614074707,812833.0625,0.8790050745010376,0.002011507749557495,active_anchor,0.35
5,total_lmp_da,2,total_lmp_da;metered_load_mw,0.4884132146835327,0.5205886363983154,796929.125,0.8813723921775818,0.03579092025756836,active_anchor,0.35
6,total_pjm_loc_credit,2,total_pjm_loc_credit;metered_load_mw,0.49082520604133606,0.5182209610939026,800865.3125,0.8807865381240845,0.0030126869678497314,active_anchor,0.35
7,gross_inadv_interchange_mw,2,gross_inadv_interchange_mw;metered_load_mw,0.5059109330177307,0.5034130215644836,825481.125,0.8771224021911621,0.04707580804824829,active_anchor,0.35
8,gen_fuel_multiple_fuels_mw,2,gen_fuel_multiple_fuels_mw;metered_load_mw,0.49479052424430847,0.5143284797668457,807335.5625,0.8798233866691589,0.020043522119522095,active_anchor,0.35
9,gen_fuel_multiple_fuels_pct,2,gen_fuel_multiple_fuels_pct;metered_load_mw,0.4907150864601135,0.518329381942749,800686.125,0.8808133602142334,0.07640767097473145,active_anchor,0.35
10,rmccp,2,rmccp;metered_load_mw,0.48874273896217346,0.5202652812004089,797466.8125,0.8812924027442932,0.000510483980178833,active_anchor,0.35
11,congestion_price_rt,2,congestion_price_rt;metered_load_mw,0.49187055230140686,0.5171948671340942,802571.1875,0.8805326223373413,-0.0007760822772979736,inactive_or_dummy_anchor,0.35
12,marginal_loss_price_rt,2,marginal_loss_price_rt;metered_load_mw,0.4815431833267212,0.5273318290710449,785720.375,0.8830409646034241,0.019662678241729736,active_anchor,0.35
13,da_as_total_mw_thirty_minutes_reserve,2,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,0.4854942858219147,0.5234535336494446,792166.5625,0.8820813298225403,0.03208157420158386,active_anchor,0.35
14,total_pjm_rmccp_cr,2,total_pjm_rmccp_cr;metered_load_mw,0.4916934072971344,0.517368733882904,802282.125,0.8805756568908691,-0.0023731589317321777,inactive_or_dummy_anchor,0.35
15,marginal_loss_price_da,2,marginal_loss_price_da;metered_load_mw,0.49822431802749634,0.5109579563140869,812938.125,0.8789893388748169,0.02475714683532715,active_anchor,0.35
16,net_inadv_interchange_mw,2,net_inadv_interchange_mw;metered_load_mw,0.5044326782226562,0.5048640966415405,823068.75,0.8774814605712891,0.0018494725227355957,active_anchor,0.35
17,gross_actual_interchange_mw,2,gross_actual_interchange_mw;metered_load_mw,0.4999196231365204,0.5092942714691162,815703.8125,0.878577709197998,0.0392431914806366,active_anchor,0.35
18,da_as_mcp_primary_reserve,2,da_as_mcp_primary_reserve;metered_load_mw,0.48483631014823914,0.5240996479988098,791092.9375,0.8822411894798279,0.010039716958999634,active_anchor,0.35
19,metered_load_mw,19,metered_load_mw;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve,0.4900577962398529,0.5189741849899292,799613.625,0.8809729218482971,22.308462142944336,active_anchor,0.35
0,gen_fuel_other_renewables_mw,2,gen_fuel_other_renewables_mw;metered_load_mw,0.49503740668296814,0.5140864849090576,807737.8125,0.8797634840011597,0.0439738929271698,active_anchor,0.5
1,congestion_price_da,2,congestion_price_da;metered_load_mw,0.5003728866577148,0.508849024772644,816444.5625,0.8784675002098083,0.00012862682342529297,active_anchor,0.5
2,total_losses,2,total_losses;metered_load_mw,0.49796196818351746,0.5112155079841614,812509.625,0.8790530562400818,0.044569820165634155,active_anchor,0.5
3,system_energy_price_da,2,system_energy_price_da;metered_load_mw,0.48032405972480774,0.5285287499427795,783730.1875,0.883337140083313,0.02529028058052063,active_anchor,0.5
4,total_pjm_self_sched_reg,2,total_pjm_self_sched_reg;metered_load_mw,0.49815991520881653,0.511021614074707,812833.0625,0.8790050745010376,0.002011507749557495,active_anchor,0.5
5,total_lmp_da,2,total_lmp_da;metered_load_mw,0.4884132146835327,0.5205886363983154,796929.125,0.8813723921775818,0.03579092025756836,active_anchor,0.5
6,total_pjm_loc_credit,2,total_pjm_loc_credit;metered_load_mw,0.49082520604133606,0.5182209610939026,800865.3125,0.8807865381240845,0.0030126869678497314,active_anchor,0.5
7,gross_inadv_interchange_mw,2,gross_inadv_interchange_mw;metered_load_mw,0.5059109330177307,0.5034130215644836,825481.125,0.8771224021911621,0.04707580804824829,active_anchor,0.5
8,gen_fuel_multiple_fuels_mw,2,gen_fuel_multiple_fuels_mw;metered_load_mw,0.49479052424430847,0.5143284797668457,807335.5625,0.8798233866691589,0.020043522119522095,active_anchor,0.5
9,gen_fuel_multiple_fuels_pct,2,gen_fuel_multiple_fuels_pct;metered_load_mw,0.4907150864601135,0.518329381942749,800686.125,0.8808133602142334,0.07640767097473145,active_anchor,0.5
10,rmccp,2,rmccp;metered_load_mw,0.48874273896217346,0.5202652812004089,797466.8125,0.8812924027442932,0.000510483980178833,active_anchor,0.5
11,congestion_price_rt,2,congestion_price_rt;metered_load_mw,0.49187055230140686,0.5171948671340942,802571.1875,0.8805326223373413,-0.0007760822772979736,inactive_or_dummy_anchor,0.5
12,marginal_loss_price_rt,2,marginal_loss_price_rt;metered_load_mw,0.4815431833267212,0.5273318290710449,785720.375,0.8830409646034241,0.019662678241729736,active_anchor,0.5
13,da_as_total_mw_thirty_minutes_reserve,2,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,0.4854942858219147,0.5234535336494446,792166.5625,0.8820813298225403,0.03208157420158386,active_anchor,0.5
14,total_pjm_rmccp_cr,2,total_pjm_rmccp_cr;metered_load_mw,0.4916934072971344,0.517368733882904,802282.125,0.8805756568908691,-0.0023731589317321777,inactive_or_dummy_anchor,0.5
15,marginal_loss_price_da,2,marginal_loss_price_da;metered_load_mw,0.49822431802749634,0.5109579563140869,812938.125,0.8789893388748169,0.02475714683532715,active_anchor,0.5
16,net_inadv_interchange_mw,2,net_inadv_interchange_mw;metered_load_mw,0.5044326782226562,0.5048640966415405,823068.75,0.8774814605712891,0.0018494725227355957,active_anchor,0.5
17,gross_actual_interchange_mw,2,gross_actual_interchange_mw;metered_load_mw,0.4999196231365204,0.5092942714691162,815703.8125,0.878577709197998,0.0392431914806366,active_anchor,0.5
18,da_as_mcp_primary_reserve,2,da_as_mcp_primary_reserve;metered_load_mw,0.48483631014823914,0.5240996479988098,791092.9375,0.8822411894798279,0.010039716958999634,active_anchor,0.5
19,metered_load_mw,15,metered_load_mw;gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_self_sched_reg;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;da_as_total_mw_thirty_minutes_reserve;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve,0.4900577962398529,0.5189741849899292,799613.625,0.8809729218482971,22.308462142944336,active_anchor,0.5
