epoch,feature_index,feature,gate_logit
0,1,da_as_as_mw_thirty_minutes_reserve,0.0
0,2,da_as_total_mw_thirty_minutes_reserve,0.0
0,3,gross_sched_interchange_mw,0.0
0,4,gen_fuel_nuclear_mw,0.0
0,5,gen_fuel_gas_mw,0.0
0,6,da_as_as_req_mw_thirty_minutes_reserve,0.0
0,7,da_as_as_req_mw_primary_reserve,0.0
0,8,da_as_as_req_mw_synchronized_reserve,0.0
0,9,total_pjm_assigned_reg,0.0
0,10,da_as_as_mw_primary_reserve,0.0
0,11,da_as_total_mw_primary_reserve,0.0
0,12,da_as_as_mw_synchronized_reserve,0.0
0,13,total_pjm_reg_purchases,0.0
0,14,gen_fuel_other_renewables_mw,0.0
0,15,total_lmp_da,0.0
0,16,total_pjm_rmpcp_cr,0.0
0,17,forecast_load_mw_day_ahead,0.0
0,18,total_pjm_rmccp_cr,0.0
0,19,gen_fuel_wind_mw,0.0
0,20,da_as_total_mw_synchronized_reserve,0.0
0,21,system_energy_price_da,0.0
0,22,gen_fuel_multiple_fuels_pct,0.0
0,23,gen_fuel_multiple_fuels_mw,0.0
0,24,marginal_loss_price_rt,0.0
0,25,gen_fuel_gas_pct,0.0
0,26,marginal_loss_price_da,0.0
0,27,total_lmp_rt,0.0
0,28,rmccp,0.0
0,29,system_energy_price_rt,0.0
0,30,rmpcp,0.0
0,31,gen_fuel_wind_pct,0.0
0,32,gen_fuel_coal_mw,0.0
0,33,wind_generation_mw,0.0
0,34,gross_inadv_interchange_mw,0.0
0,35,gen_fuel_oil_mw,0.0
0,36,da_as_mcp_primary_reserve,0.0
0,37,total_pjm_rt_load_mwh,0.0
0,38,metered_load_mw,0.0
0,39,forecast_load_mw_latest_available,0.0
0,40,prelim_load_avg_hourly,0.0
0,41,gross_actual_interchange_mw,0.0
0,42,gen_fuel_hydro_mw,0.0
0,43,total_pjm_loc_credit,0.0
0,44,total_losses,0.0
0,45,net_inadv_interchange_mw,0.0
0,46,da_as_nsr_mw_primary_reserve,0.0
0,47,total_pjm_self_sched_reg,0.0
0,48,da_as_ss_mw_synchronized_reserve,0.0
0,49,da_as_ss_mw_thirty_minutes_reserve,0.0
0,50,da_as_ss_mw_primary_reserve,0.0
0,51,gen_fuel_solar_mw,0.0
0,52,gen_fuel_coal_pct,0.0
0,53,congestion_price_rt,0.0
0,54,da_as_mcp_synchronized_reserve,0.0
0,55,congestion_price_da,0.0
1,1,da_as_as_mw_thirty_minutes_reserve,0.8121952
1,2,da_as_total_mw_thirty_minutes_reserve,0.75569254
1,3,gross_sched_interchange_mw,0.91211367
1,4,gen_fuel_nuclear_mw,0.7882943
1,5,gen_fuel_gas_mw,0.57788604
1,6,da_as_as_req_mw_thirty_minutes_reserve,0.63752633
1,7,da_as_as_req_mw_primary_reserve,0.57566553
1,8,da_as_as_req_mw_synchronized_reserve,0.5247787
1,9,total_pjm_assigned_reg,-0.2483216
1,10,da_as_as_mw_primary_reserve,0.55591834
1,11,da_as_total_mw_primary_reserve,0.52770615
1,12,da_as_as_mw_synchronized_reserve,0.48896283
1,13,total_pjm_reg_purchases,-0.21445605
1,14,gen_fuel_other_renewables_mw,0.20470066
1,15,total_lmp_da,-0.34044024
1,16,total_pjm_rmpcp_cr,0.24978656
1,17,forecast_load_mw_day_ahead,0.31608146
1,18,total_pjm_rmccp_cr,-0.32628423
1,19,gen_fuel_wind_mw,-0.12633191
1,20,da_as_total_mw_synchronized_reserve,0.50165325
1,21,system_energy_price_da,-0.3040891
1,22,gen_fuel_multiple_fuels_pct,-0.3296606
1,23,gen_fuel_multiple_fuels_mw,-0.27124918
1,24,marginal_loss_price_rt,-0.40974092
1,25,gen_fuel_gas_pct,0.22151873
1,26,marginal_loss_price_da,-0.25918683
1,27,total_lmp_rt,-0.4132221
1,28,rmccp,-0.37536806
1,29,system_energy_price_rt,-0.40041035
1,30,rmpcp,0.0796962
1,31,gen_fuel_wind_pct,-0.35076424
1,32,gen_fuel_coal_mw,0.2895555
1,33,wind_generation_mw,-0.14479049
1,34,gross_inadv_interchange_mw,0.12870258
1,35,gen_fuel_oil_mw,-0.13378847
1,36,da_as_mcp_primary_reserve,-0.37975618
1,37,total_pjm_rt_load_mwh,0.12433447
1,38,metered_load_mw,0.13727166
1,39,forecast_load_mw_latest_available,0.10010223
1,40,prelim_load_avg_hourly,0.094894916
1,41,gross_actual_interchange_mw,-0.018754967
1,42,gen_fuel_hydro_mw,-0.13753855
1,43,total_pjm_loc_credit,-0.08892983
1,44,total_losses,-0.1608625
1,45,net_inadv_interchange_mw,-0.052419
1,46,da_as_nsr_mw_primary_reserve,-0.11465782
1,47,total_pjm_self_sched_reg,-0.052065954
1,48,da_as_ss_mw_synchronized_reserve,-0.2385596
1,49,da_as_ss_mw_thirty_minutes_reserve,-0.23923081
1,50,da_as_ss_mw_primary_reserve,-0.24705356
1,51,gen_fuel_solar_mw,-0.18710922
1,52,gen_fuel_coal_pct,-0.08456348
1,53,congestion_price_rt,-0.29016554
1,54,da_as_mcp_synchronized_reserve,-0.38949618
1,55,congestion_price_da,-0.097371235
2,1,da_as_as_mw_thirty_minutes_reserve,0.8532506
2,2,da_as_total_mw_thirty_minutes_reserve,0.81306857
